id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_payment_next_month,adverse_target,profile_group_id
15546,270000,male,graduate_school,married,37,2,0,0,0,0,0,160069,156346,159223,165480,76144,77944,6000,7000,9000,5000,3000,3000,1,1,14275049848246168285
15547,280000,male,graduate_school,married,47,-1,-1,-1,-1,-1,-1,3587,3187,3190,1982,3590,3590,3200,3203,1992,3608,3600,3602,0,0,8710357696206347007
15548,30000,male,university,single,30,0,0,0,0,0,0,7038,8052,10153,9761,9960,4010,1291,2392,1000,199,80,949,0,0,17564109882484610281
15549,450000,male,university,single,36,-2,-2,-2,-2,-2,-2,8012,4009,5226,4715,3275,6422,4021,5241,4729,3284,6441,4285,1,1,10500285434783697205
15550,360000,male,graduate_school,married,33,0,0,0,0,0,0,21936,35331,30580,34985,39585,49735,14000,5000,5000,5000,10150,60000,0,0,9504853330447900210
15551,20000,male,university,single,36,2,2,2,0,0,0,18458,17334,16768,17539,18775,18586,1450,0,1134,1370,1000,424,0,0,10869458237303752945
15552,200000,male,high_school,single,40,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,1,1,9358539442624498365
15553,500000,male,graduate_school,married,46,0,0,0,0,0,0,16347,20496,14509,16910,10854,16809,17029,8014,14030,7012,16016,14004,0,0,9419544363221359845
15554,200000,male,graduate_school,married,42,-2,-2,-2,-2,-2,-2,-6028,10177,10229,7899,4553,4252,20405,10426,8008,4575,4273,9652,0,0,3675465779982068588
15555,450000,male,high_school,married,39,0,0,0,-1,-1,0,28499,13119,9983,4904,45338,51646,1214,3109,4904,45338,7570,11729,0,0,9132389800490920495
15556,20000,male,university,single,37,2,2,2,-1,0,-1,3254,2522,0,780,390,390,2000,0,780,0,390,1680,1,1,14712872932745060264
15557,500000,male,graduate_school,married,42,0,-1,-1,0,0,0,9894,1500,14148,28190,7423,3588,1500,14148,20000,0,0,1715,0,0,3575740377307884754
15558,260000,male,graduate_school,single,31,0,0,0,0,0,0,102350,96133,90183,89846,101034,84152,4033,4000,4005,14066,3017,2736,0,0,14716865574584491878
15559,60000,male,graduate_school,married,38,2,2,2,0,0,2,46389,49808,48736,49525,57564,56517,4200,0,1900,8900,0,26000,1,1,17310824184507849330
15560,10000,male,university,married,37,0,0,0,-1,-1,-1,8487,9003,0,390,4555,5165,2008,0,390,4555,1000,6810,0,0,6160046351921468010
15561,240000,male,university,married,34,0,0,0,0,0,0,133272,133373,138006,136195,140860,138787,6000,9583,6000,10000,4974,4820,0,0,17094116342258375085
15562,480000,male,graduate_school,married,43,0,0,0,0,0,0,377420,389573,400693,393892,348733,331930,20000,20000,20005,15000,15000,12000,0,0,2280538141870427311
15563,520000,male,graduate_school,married,38,0,0,0,0,0,0,98615,102085,102762,104865,106947,109507,5102,3800,3803,3822,4277,4868,0,0,11052750246687455177
15564,20000,male,university,married,42,2,0,0,0,0,0,20745,21431,19745,19943,19235,19245,1373,1386,1189,570,589,600,1,1,11904464475949527782
15565,180000,male,graduate_school,single,33,0,0,0,2,0,0,3060,1854,3238,2106,1510,1746,1000,2500,0,1000,500,930,0,0,13846889309581961815
15566,290000,male,university,married,43,-1,-1,2,0,0,0,172,1930,1752,3710,3848,4285,1930,0,2000,200,500,0,0,0,17135491065668378495
15567,50000,male,high_school,single,40,0,0,0,0,0,0,43530,43344,46616,48872,19981,16554,2000,4000,4500,2000,1000,3000,1,1,14660979704356503377
15568,500000,male,graduate_school,single,39,0,0,0,0,0,0,297309,290425,286959,278420,291642,286666,10322,13500,10000,30000,12000,10000,0,0,3201357573651771434
15569,100000,male,university,single,40,0,0,0,0,0,0,95600,87442,60737,66077,68990,70724,15037,5003,8058,8000,3000,5000,0,0,13683980161447239601
15570,300000,male,graduate_school,married,39,-1,-1,-1,-1,-1,-1,20938,21064,26041,18158,18147,45199,21169,26171,18249,18238,45301,120,0,0,3312498926539581708
15571,130000,male,graduate_school,married,40,2,2,2,2,2,2,62177,60580,65489,66327,64665,68740,0,5900,2500,0,5300,2700,0,0,9898824209139455801
15572,500000,male,graduate_school,married,50,-1,-1,-1,-1,0,0,2112,6000,2079,2710,2040,-55,6031,2509,2713,2010,0,4642,0,0,2837649673210378326
15573,220000,male,university,married,55,-1,-1,-1,-1,-1,-1,757,757,3257,757,757,757,757,3257,757,757,757,907,0,0,7774336193562928283
15574,260000,male,high_school,married,63,0,0,0,0,0,2,261326,264126,244115,248831,263528,258973,9166,9001,9061,19155,1,9858,0,0,1393258218651380234
15575,50000,male,university,married,51,0,0,0,0,0,0,40197,41240,37093,32925,26640,22247,2044,2000,1547,2388,944,1000,1,1,2344993475134649491
15576,110000,male,university,single,55,0,0,0,0,2,0,51716,113395,111693,115073,111811,111719,65668,4267,9455,0,3991,8071,1,1,7946578674347795722
15577,350000,male,graduate_school,married,49,-2,-2,-2,-2,-2,-2,27506,4213,1518,4625,363,858,4213,1529,4713,363,858,566,0,0,8750757647691358760
15578,180000,male,university,married,48,-1,-1,-1,-1,-1,-1,1294,1294,1466,1294,2324,264,1294,1466,1294,2324,264,264,0,0,7596326990639854143
15579,120000,male,high_school,single,50,0,0,0,2,0,0,118506,118930,125089,122242,119996,122049,4500,9000,1609,5000,5000,5000,0,0,6446322227962886914
15580,460000,male,university,married,51,-1,-1,-1,-1,0,-1,326,827,289,44517,36065,6591,831,290,44558,101,6621,9584,1,1,11980374970911302503
15581,250000,male,university,married,52,2,2,2,2,0,0,29860,29086,33288,32459,34600,36539,0,5000,0,3000,2500,2500,1,1,4270322781873099235
15582,50000,male,university,married,58,-1,0,0,0,0,0,60524,61627,56937,51506,45058,37598,2200,2297,1751,1086,3307,1142,0,0,3861842089944240133
15583,350000,male,graduate_school,married,56,0,0,0,0,0,0,257463,256706,257944,149040,144639,139558,10023,7700,5162,5025,5041,5061,0,0,9805042550336500298
15584,20000,male,high_school,married,52,0,0,3,2,0,0,16049,19967,19368,18759,19131,19533,4519,0,0,683,709,1027,1,1,9182448049308086503
15585,290000,male,university,married,49,-2,-2,-2,-2,-2,-2,4040,5438,3116,13459,2685,2532,5457,3131,13526,2698,2544,1988,0,0,14876778920925744020
15586,500000,male,graduate_school,married,50,2,2,2,2,2,2,70144,74850,76463,77611,78735,80430,6500,3400,3000,3000,3100,3110,1,1,14227733730102758166
15587,240000,male,graduate_school,single,57,0,0,0,0,0,0,224041,238077,245387,248945,224776,11567,18800,12000,10000,20019,3000,9000,0,0,16165375893031758391
15588,50000,male,university,single,52,0,0,0,-1,0,0,45840,47595,28491,3642,12291,16674,8000,8080,15012,10000,8000,2000,0,0,17359880156803144993
15589,180000,male,graduate_school,married,50,0,0,0,0,0,0,62782,66114,69436,72560,76169,77988,5000,5000,5000,5000,3000,5000,0,0,18058860345967124004
15590,500000,male,high_school,married,52,-1,-1,-1,-1,-1,-1,30561,38207,18008,29158,11484,103340,38219,18008,29248,11484,103340,28524,0,0,18293607004164862034
15591,110000,male,university,single,51,0,0,0,0,0,0,110950,69564,51264,51584,49601,50485,2500,2500,1800,1800,2000,2000,0,0,11913520979665091505
15592,500000,male,university,married,53,-2,-2,-2,-1,-1,0,-12,1270,4338,1080,2576,6200,1282,4338,1100,2576,1024,1000,0,0,17197281255515980573
15593,30000,male,university,married,53,0,0,0,0,0,0,29557,30091,28247,28884,29523,30672,1427,2973,1500,1100,2000,1000,0,0,1394353306779336702
15594,600000,male,graduate_school,married,53,2,2,2,0,0,0,458652,467150,458862,469703,447130,440982,17000,0,18000,16000,16000,21000,1,1,7287684830202918950
15595,80000,male,graduate_school,married,60,0,0,0,0,0,-2,49246,53315,47740,50100,0,0,5000,3300,6267,0,0,0,0,0,13683524928916452861
15596,270000,male,graduate_school,married,61,0,0,0,0,0,0,15194,16934,18533,8855,3140,5140,2000,2000,2000,1000,2000,2000,0,0,661207943480145669
15597,30000,male,high_school,single,56,0,0,0,0,0,0,32758,33720,32779,31557,30094,27223,1521,1580,1358,895,1217,1022,0,0,5023830108004704279
15598,20000,female,university,single,22,1,2,0,0,2,2,9498,9202,10741,12326,11888,9351,0,2000,1800,0,900,0,1,1,10937412277556224534
15599,20000,female,graduate_school,single,23,2,0,0,0,0,0,19175,19889,17703,18690,19065,19261,1575,1400,1300,643,862,2000,0,0,18385624646758622544
15600,90000,male,high_school,married,56,2,0,0,2,2,0,48900,37039,36334,34214,30789,28994,2000,4000,1100,0,1050,1034,1,1,8928030815989297289
15601,160000,male,university,married,59,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0,0,2940575818904986839
15602,90000,female,university,single,23,0,0,0,0,0,0,87727,89402,88118,87852,49042,49251,3160,3688,4559,1665,1707,1807,0,0,8320457031598312745
15603,60000,female,university,single,24,1,-1,3,2,0,-1,0,948,948,632,316,316,948,0,0,0,316,782,1,1,15240668298357130608
15604,20000,female,high_school,single,24,-1,-1,-2,-2,-1,0,12509,0,0,0,13398,7224,0,0,0,13398,0,0,0,0,2673381258074204008
15605,120000,female,university,single,25,-1,-1,-1,-1,-1,0,827,827,827,827,1654,827,827,827,827,1654,0,0,0,0,9636244857212293200
15606,20000,female,university,married,27,0,0,0,0,-1,0,19667,15,15,41,10522,12340,0,0,26,19700,2000,2000,0,0,13565870123854419638
15607,130000,female,university,single,28,0,0,0,0,0,0,120208,111999,114413,116721,117795,120511,5500,5700,5692,4500,4850,3800,1,1,7913441232728009584
15608,90000,female,university,single,27,0,0,0,0,0,0,18525,14242,25574,21948,19689,11026,10105,16776,19689,0,5000,15000,0,0,7373239339707735946
15609,430000,female,graduate_school,single,27,-2,-2,-2,-2,-2,-2,389,389,389,383,1462,389,390,390,384,1469,390,390,0,0,17216562822533575246
15610,360000,female,graduate_school,single,27,-2,-2,-2,-2,-2,-2,0,0,12063,6080,0,0,0,12063,6080,0,0,0,0,0,2384845065547153971
15611,10000,female,graduate_school,single,22,0,0,0,0,0,-2,9791,7052,6816,5210,0,0,1275,2500,1000,0,0,0,0,0,3285522223690650205
15612,210000,female,university,single,25,-1,-1,0,0,-1,-1,648,34601,30853,13774,3988,0,39637,1371,1000,11197,0,3223,0,0,16815442802962962400
15613,120000,female,high_school,married,30,-2,-2,-2,-2,-2,-2,757,757,1549,757,757,1328,757,1549,757,757,1328,757,0,0,1159058217248277453
15614,120000,female,university,married,30,0,0,0,0,0,0,121038,121211,119339,122334,121254,122094,4700,4400,5000,4600,5000,4500,0,0,692262858118468439
15615,100000,female,graduate_school,single,30,2,2,2,2,0,0,92162,93769,95163,74656,65718,78474,3800,3420,80,1800,17000,2000,0,0,15132540957847319884
15616,60000,female,university,single,28,2,0,0,0,2,-1,5669,6328,8460,10146,9413,15997,2000,3000,2500,0,15997,3000,1,1,6922277874597971763
15617,20000,female,graduate_school,single,25,-2,-2,-2,-1,-1,-1,0,0,0,6000,16321,286,0,0,6000,16321,286,0,0,0,17691255140947301177
15618,200000,female,university,single,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891706729161552506
15619,90000,female,high_school,single,26,0,-1,0,0,0,-1,3268,6745,3402,8652,5381,7190,6745,1131,5381,4,7190,0,1,1,7863482864310146761
15620,220000,female,graduate_school,single,28,0,0,-1,-1,-1,0,53342,56022,5806,5637,23054,10730,5000,5806,5637,23054,0,2406,0,0,16252228562765604406
15621,180000,female,university,married,40,0,0,0,0,-2,-2,22523,20831,1537,-43,-43,-43,2045,1000,0,0,0,0,0,0,17703883823707340976
15622,320000,female,graduate_school,single,31,0,0,0,0,0,0,77052,65457,62680,62597,60080,55314,3000,3000,3017,2100,3000,3000,0,0,7361970053924775571
15623,280000,female,university,single,29,-1,-1,-1,-1,0,0,7545,2549,3266,10501,10131,8471,2709,3284,11001,8,6,666,0,0,6451117191832281805
15624,130000,female,university,single,30,-1,-1,2,-1,0,-1,396,792,396,792,396,396,792,0,792,0,396,396,0,0,12320189125409526561
15625,280000,female,graduate_school,single,30,1,-1,-1,-1,0,0,0,230,0,327,168,168,230,0,327,0,0,0,1,1,5054831759200715976
15626,50000,female,university,married,30,0,0,0,0,-1,-1,86750,42968,43444,40616,2008,-1500,4000,4013,5000,5000,5000,5000,0,0,13858124008345866251
15627,200000,female,university,single,33,-1,2,2,-2,-2,-1,10111,2900,0,0,0,4549,0,0,0,0,4549,0,0,0,1175546975623506900
15628,320000,female,graduate_school,single,33,-2,-2,-2,-2,-2,-2,2722,11040,9422,0,1200,1150,11040,9422,0,1200,1150,0,0,0,18382502220588759530
15629,90000,female,university,married,37,-1,2,-1,2,-1,-1,2330,1073,2323,1073,1073,9699,0,2323,0,1073,9699,10289,0,0,3546679757922925386
15630,180000,female,university,married,34,2,-1,-1,-2,-2,-1,314,8000,0,0,0,600,8000,0,0,0,600,0,0,0,6655475692360137947
15631,140000,female,university,married,35,0,0,0,0,0,0,62244,55125,48943,42337,35446,29383,2000,2200,2000,1300,2000,0,0,0,8429224128669316994
15632,330000,female,graduate_school,single,36,0,0,0,0,0,0,43943,41738,37766,37117,30555,13420,5019,1952,2000,814,475,697,0,0,16685599114060882313
15633,90000,female,university,single,25,1,-1,-1,-1,-1,2,0,840,420,0,1140,150,840,420,0,1140,0,570,1,1,16106530171297464829
15634,180000,female,university,single,27,0,0,0,0,0,0,53490,54552,56300,56831,57958,59330,1952,2627,2063,2072,2303,2500,0,0,8903521711974203182
15635,200000,female,graduate_school,married,38,-2,-2,-2,-2,-2,-2,5625,12125,13300,3450,13880,5147,12125,13416,3450,13880,5147,1050,0,0,12581419463964013693
15636,270000,female,university,married,38,-1,0,0,0,-1,0,2974,3562,5061,5500,116681,119553,1071,2000,1000,116681,5000,4000,0,0,10696486276740701091
15637,60000,female,graduate_school,single,23,0,0,0,0,0,0,51275,41950,40861,35638,32147,19796,2000,1718,3800,2000,2386,1000,0,0,17712271994779586526
15638,80000,female,university,single,26,0,0,-1,-1,-2,-2,24986,23000,1000,0,0,0,2000,1000,0,0,0,0,0,0,17660465551109846077
15639,250000,female,graduate_school,single,29,2,-1,-1,-1,-1,0,1381,1381,7014,1581,36022,34011,1381,7014,1581,36022,10000,10961,1,1,9325869195944408703
15640,270000,female,university,married,32,2,0,0,0,0,0,276339,264141,270573,275560,243792,251098,11000,12000,11000,8700,11077,34000,0,0,16282358311633362466
15641,170000,female,graduate_school,single,40,0,0,0,0,0,0,15442,16869,21014,18517,9058,5035,2000,5020,2000,3000,1000,464,0,0,3217995442360546850
15642,250000,female,university,married,36,0,0,0,0,-1,0,253627,239250,245611,33017,182078,184036,10153,11000,4701,190071,8000,10014,0,0,8734558707332139629
15643,360000,female,university,married,38,-1,-1,-1,0,-1,0,994,0,27566,28558,12495,18906,0,27566,2513,12495,8906,1841,0,0,10023717988294942114
15644,310000,female,university,married,34,0,0,0,0,0,0,86769,87842,42594,26198,26766,27341,2800,3021,1600,1000,1000,2000,0,0,3700393169551928416
15645,200000,female,university,married,39,1,-1,0,0,-1,-1,0,21801,62433,-82,16550,5239,21801,42745,0,16632,5265,0,0,0,11956689138846976956
15646,130000,female,high_school,married,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,16439756515660036296
15647,310000,female,university,married,49,0,0,0,0,0,0,52439,44350,34608,21262,11944,-2571,2042,1562,1118,1139,2195,61526,0,0,11686696282719066719
15648,200000,female,university,single,34,0,0,0,-2,-2,-2,19252,10000,0,0,0,0,1000,0,0,0,0,0,0,0,9379418586240356311
15649,190000,female,university,married,35,0,0,0,0,0,0,187777,189420,192058,185995,188649,190700,8300,8900,6700,6699,7400,6900,0,0,9504538365660447176
15650,210000,female,university,married,36,-1,-1,-1,-2,-2,-2,26656,2641,0,0,0,0,2641,0,0,0,0,0,0,0,2043720300771298541
15651,100000,female,university,married,36,-1,0,-1,-1,-1,-1,5788,5802,14562,6930,5958,1448,1600,14562,6969,5958,1448,101434,0,0,3102947205132552183
15652,90000,female,university,married,39,1,2,2,2,0,0,90880,87502,91442,89804,87213,90441,0,7300,1144,3265,6788,0,0,0,1329453067246977564
15653,290000,female,university,single,41,0,0,0,0,0,0,268498,272517,275748,277300,209747,212027,10000,12000,8000,7000,7000,5000,0,0,5017522149574082052
15654,200000,female,university,married,42,-1,-1,-1,-1,-2,-2,8050,0,1560,0,0,0,0,1560,0,0,0,0,0,0,1512090907312433284
15655,120000,female,graduate_school,single,40,-1,-1,-1,-1,0,0,326,326,326,12055,11968,12968,326,326,12055,239,1000,652,0,0,1068810232294272531
15656,130000,female,university,married,37,0,0,0,2,0,0,41200,42532,46413,45000,45800,0,2019,4900,0,1000,0,0,1,1,512069185447700994
15657,150000,female,high_school,married,46,0,0,0,0,0,0,38985,36466,31907,33300,34681,36060,10107,20000,10000,10000,10000,10000,0,0,8303924145351392958
15658,220000,female,graduate_school,married,37,-2,-2,-2,-2,-2,-2,14298,100606,11202,21683,10860,12534,101405,11202,21778,10860,12534,7923,0,0,8814330239598496452
15659,200000,female,university,married,37,0,0,0,-1,-1,0,97645,99894,97400,4283,145769,143712,3952,4500,4283,148192,5133,5108,0,0,6340690928881202989
15660,120000,female,high_school,married,37,-2,-2,-2,-2,-2,-1,3140,448,0,0,0,10614,448,0,0,0,10614,0,0,0,15043125361990095497
15661,200000,female,university,single,37,1,-1,-1,-2,-2,-2,-1,297,-2,-2,-2,-2,298,0,0,0,0,544,0,0,7108434423486691119
15662,100000,female,university,married,41,-1,-1,-1,-1,-1,-1,1594,4612,2098,3494,2086,2379,4612,2099,3494,2086,2379,3219,0,0,12718279917797042102
15663,130000,female,university,single,43,0,0,0,0,0,0,109464,106613,107700,103736,101414,100157,3835,5433,4431,6938,3467,3593,0,0,11858103525970287952
15664,10000,female,university,single,55,1,2,0,0,0,0,9193,7653,8337,8356,8527,4694,0,1201,1000,171,94,80,1,1,6228666037710833691
15665,150000,female,university,married,45,0,0,0,0,0,0,135260,144927,148990,70303,64749,66206,12000,7007,3000,3000,2500,5000,0,0,17083272810311357550
15666,60000,female,high_school,married,42,0,0,0,0,-2,-1,29243,31093,26401,326,324,1126,3032,1454,326,324,1130,199,0,0,2020496011385021025
15667,130000,male,high_school,single,27,1,2,0,0,0,0,133019,133178,132355,131797,131457,132202,6000,6000,5000,5000,5000,5200,0,0,9030896518932882759
15668,50000,male,graduate_school,single,22,0,0,-1,0,0,0,45192,9920,16991,17727,18391,18490,5000,31991,1500,1200,10000,1000,0,0,2505326216471282654
15669,410000,male,graduate_school,single,27,0,-1,-1,0,-1,-1,7189,15646,15678,40512,17884,34251,16090,16076,40203,17974,34518,369,0,0,14859501185408385241
15670,210000,male,graduate_school,single,29,-2,-2,-2,-2,-2,-2,0,0,1865,-3,-3,3677,0,1865,0,0,3680,0,0,0,13659139753142049883
15671,140000,male,university,single,30,-1,-1,-1,0,0,0,1288,-4925,136239,137748,81195,47338,0,143200,5200,2352,2000,2000,0,0,765032246457599710
15672,80000,male,high_school,married,31,2,0,0,2,0,0,28175,57433,61513,59769,61937,66088,30000,5000,0,3000,5000,5000,1,1,16754991962775481285
15673,30000,male,university,single,31,1,2,2,2,2,2,10916,11940,11462,13263,12758,13545,1500,0,2300,0,1300,800,1,1,16364003442799763006
15674,200000,male,graduate_school,married,32,-1,2,-1,2,-1,-1,760,380,760,380,380,0,0,760,0,380,0,154350,0,0,12093748845726009491
15675,550000,male,graduate_school,single,31,1,2,2,-2,-1,-1,17516,1600,94,100,704,7480,0,94,112,704,7491,7000,0,0,13248317833959839264
15676,80000,male,university,single,24,1,-2,-2,-1,2,2,-1461,-1461,-1458,16950,16475,19284,0,3,18950,0,5889,0,1,1,9426264967808547528
15677,50000,male,graduate_school,single,25,0,0,0,0,0,0,49357,49983,50516,50987,48960,48691,2100,2000,2500,2000,1800,2000,0,0,17327556716930077675
15678,30000,male,graduate_school,single,26,1,2,2,0,0,0,24599,23397,22721,22403,21972,22512,1700,0,1700,900,1000,900,0,0,17804445791739435334
15679,100000,male,graduate_school,single,26,-1,0,0,0,0,0,2724,46286,46435,4398,3437,3476,45000,2300,1000,0,1000,100,0,0,18177036935415757041
15680,70000,male,graduate_school,single,27,0,0,-2,-2,-2,-1,2219,0,0,0,0,1453,0,0,0,0,1453,0,0,0,622778504749779536
15681,220000,male,graduate_school,single,32,-1,-1,0,-1,-1,-1,13596,34661,29084,31770,3322,32528,34661,11000,31770,3322,32528,139961,0,0,17713976996744359262
15682,30000,male,university,single,25,1,-1,2,2,-1,0,0,1170,390,0,9494,11473,1170,0,0,9494,3000,378,1,1,16595755800309528287
15683,250000,male,university,single,28,-2,-2,-2,-2,-2,-2,22303,51749,186394,9458,6620,10040,51762,186398,9467,6620,10040,8960,0,0,6817982493228917966
15684,20000,male,high_school,single,28,1,2,0,0,0,2,18953,14043,13266,14340,15301,14916,18,1600,1600,1500,0,1000,0,0,17947031034267595980
15685,210000,male,university,single,29,0,0,0,0,0,0,118905,118620,78297,36137,33264,29493,5000,4000,2000,2000,2000,2000,0,0,10169514648193657842
15686,360000,male,graduate_school,single,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14348464209922324381
15687,170000,male,university,single,29,0,0,0,0,-1,0,23070,186183,164405,93983,2806,1732,164000,7000,5215,3500,2000,300,0,0,6508958673098742128
15688,10000,male,university,single,29,0,0,0,-1,0,0,9363,9990,-10,6390,6682,7271,1000,0,6400,400,700,500,0,0,17082569303108595849
15689,280000,male,university,single,30,0,0,0,0,0,0,31272,40688,139417,144087,147694,155284,10000,100000,7000,6000,10000,8000,1,1,16536563035418907199
15690,30000,male,university,single,22,0,0,0,0,0,0,4921,3810,3890,2199,2209,1429,1500,2000,2000,400,0,500,1,1,1314752304669028686
15691,20000,male,university,single,24,0,0,0,0,0,2,15110,16548,17443,16216,18027,12364,2000,1500,1500,2000,0,1000,0,0,14935903120326003391
15692,10000,male,graduate_school,single,26,0,0,0,0,0,0,6376,7386,8581,9765,10066,10151,1121,1316,1500,450,500,800,1,1,12735181380345156886
15693,80000,male,university,single,26,0,0,-1,-1,-1,-1,350,-40,70,180,-210,220,0,500,500,0,820,500,0,0,2205945697568863656
15694,360000,male,graduate_school,single,29,0,0,0,0,0,0,109997,205119,209680,213527,174907,126309,100000,8270,8423,6753,5139,5000,0,0,5486927083027556424
15695,250000,male,graduate_school,single,31,1,-2,-1,-1,-1,-1,-160,-550,450,330,-60,1540,0,1390,660,0,1600,3000,0,0,16686008941033710591
15696,170000,male,university,single,33,-1,-1,-1,-1,-1,-1,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,0,0,9678038081473289447
15697,80000,male,graduate_school,single,33,0,0,0,0,0,0,73983,75454,77738,77235,76835,34751,3300,4100,2000,0,0,0,1,1,6215707315667443026
15698,130000,male,university,married,33,0,0,0,0,0,0,39251,40772,40437,9919,10295,7964,2500,3200,1200,500,447,1000,0,0,8746535946720737406
15699,260000,male,university,single,34,0,0,0,0,0,0,32324,24103,20158,12619,176498,172274,1503,2260,3030,170039,6227,6052,0,0,17653978047230089208
15700,20000,male,university,married,31,1,4,3,2,0,0,21676,21054,20442,19773,20238,18062,0,0,0,1000,1000,1000,0,0,11888140402756215651
15701,400000,male,graduate_school,married,32,2,2,0,0,-2,-2,187698,190103,195498,0,0,0,7000,10000,0,0,0,4290,1,1,5393764271333820
15702,220000,male,graduate_school,married,33,-1,-1,-1,-1,-1,-1,586,-64,942,5378,126,3419,0,1006,6031,1003,4003,16,0,0,6371852001563988172
15703,180000,male,high_school,single,27,0,0,0,0,0,0,172511,177587,175867,159053,126688,122947,8008,6528,6500,5000,5000,5000,0,0,12759319059684626781
15704,10000,male,university,single,29,0,0,0,0,0,0,9893,8694,8365,9526,9711,9764,1125,1146,1307,492,357,901,0,0,1113038620056521305
15705,500000,male,high_school,single,53,-1,-1,-1,-1,-1,2,17362,16666,16666,16666,33923,16666,16666,16666,16666,33923,0,16666,0,0,3454131656321389505
15706,50000,male,university,single,35,0,0,0,0,0,0,47816,49694,48543,46366,9076,9812,3000,3000,3019,3000,1000,2000,0,0,8663894610506564921
15707,180000,male,university,married,36,-2,-2,-2,-2,-2,-2,15315,0,0,0,500,2240,0,0,0,500,2240,1800,0,0,13294703269407470820
15708,370000,male,university,married,39,1,2,-1,2,-1,-1,3633,1746,3677,1746,1746,1746,0,3677,0,1746,1746,1746,0,0,3437812875484302965
15709,360000,male,graduate_school,married,37,0,0,0,0,0,0,68438,71287,73406,74397,75467,79841,4000,3009,3509,3500,5000,5019,0,0,4865247616705302226
15710,230000,male,university,married,41,0,0,0,0,0,0,33842,35273,36693,37006,36519,31204,2000,2000,2000,2500,2000,2000,0,0,7448013879419013998
15711,270000,male,graduate_school,married,45,1,-1,-1,-1,-1,-1,0,278,608,494,315,0,278,608,494,315,0,181,0,0,5804414676032961565
15712,150000,male,graduate_school,married,35,-2,-2,-2,-2,-2,-2,5819,805,-48,8029,2188,9157,809,0,8077,2199,9202,2112,0,0,18001374293190890860
15713,170000,male,university,married,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14096763411963740126
15714,10000,male,university,married,41,-2,-2,-2,-2,-2,-2,3311,7244,3980,0,9263,3693,7244,4000,0,9263,3693,0,0,0,9957537795194376387
15715,210000,male,graduate_school,married,47,-1,-1,-1,-1,-1,-1,8417,15271,12803,13984,9958,13066,15271,12831,13996,9958,13066,6151,0,0,14378265673443056546
15716,270000,male,graduate_school,married,39,-2,-2,-2,-2,-1,-1,10648,0,15332,9094,225604,7443,0,3119,9124,225616,7443,69550,0,0,12348358137980130062
15717,50000,male,university,single,44,0,0,0,0,0,0,15735,15681,35492,7988,8986,10463,1500,3100,3000,1500,2000,1500,0,0,12715737796640824367
15718,250000,male,university,married,34,-1,-1,-1,-1,-1,0,6461,8117,2200,3772,8650,17650,8117,2200,3772,8650,10000,4646,0,0,93373098139968637
15719,50000,male,graduate_school,single,35,2,0,0,0,0,0,50481,48264,19142,18188,18397,18161,3183,1565,7240,795,1000,673,1,1,13045523705665870431
15720,280000,male,university,married,35,0,0,0,0,0,0,202260,102097,104596,106950,87706,88396,4000,4000,4000,3000,3600,3100,0,0,11326453487226097627
15721,210000,male,university,married,35,-1,-1,-2,-2,-1,-1,5811,0,0,0,1243,0,0,0,0,1243,0,0,0,0,11195158905181810576
15722,360000,male,graduate_school,married,45,1,-1,-1,-2,-2,-2,0,709,0,0,0,0,709,0,0,0,0,0,0,0,1311892719348744044
15723,250000,male,university,married,44,0,0,0,0,0,0,254933,244433,249882,248013,99071,98928,8754,10866,5592,2212,2565,2156,0,0,6561934694110302164
15724,170000,male,other_or_unknown,married,40,0,0,0,0,0,-2,69072,153837,144225,111983,0,0,100467,50269,3567,0,0,0,0,0,14453276178228346344
15725,140000,male,university,single,38,0,0,0,2,0,0,137611,135905,142477,140617,139353,140953,6010,12500,4009,5000,6000,5300,0,0,10782569400359916943
15726,30000,female,university,single,21,0,0,0,0,0,0,28409,28530,29435,30841,29434,16565,2000,2000,2000,1765,331,0,0,0,8218153245721504665
15727,20000,female,university,married,22,2,0,0,0,0,2,14414,15424,16448,17462,18305,17871,1554,1578,1592,1435,0,1663,1,1,13846467458707738759
15728,50000,female,university,single,22,0,0,0,0,-1,0,50784,50670,50222,20013,39721,30526,2300,2000,1682,41803,1261,1200,0,0,3581465658025298786
15729,50000,female,graduate_school,single,21,0,0,0,0,0,0,36809,33121,29672,22365,12702,4134,5143,5000,1021,0,3000,0,0,0,3150878021995954432
