a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,class,adverse_target,profile_group_id
code_1,62.75,7.0,code_2,code_10,code_9,0.0,code_0,code_0,0,code_0,code_2,0,13,0,1,16506316791942080751
code_1,40.58,3.29,code_2,code_7,code_4,3.5,code_0,code_0,0,code_1,code_1,400,1,0,1,3237276155027992530
code_0,16.33,0.21,code_2,code_6,code_4,0.125,code_0,code_0,0,code_0,code_2,200,2,0,1,10806312035156391771
code_1,29.5,0.58,code_2,code_9,code_4,0.29,code_0,code_1,1,code_0,code_2,340,2804,0,1,8300716866168926255
code_1,34.0,4.5,code_2,code_6,code_4,1.0,code_1,code_0,0,code_1,code_2,240,1,0,1,8881402528978144985
code_0,71.58,0.0,code_2,code_8,code_4,0.0,code_0,code_0,0,code_0,code_3,184,1,1,0,17817651704668962177
code_1,42.0,0.205,code_2,code_3,code_8,5.125,code_1,code_0,0,code_0,code_2,400,1,1,0,7134301641552117485
code_0,22.5,11.0,code_1,code_11,code_4,3.0,code_1,code_0,0,code_1,code_2,268,1,0,1,9478383849409655846
code_1,24.42,2.0,code_2,code_10,code_2,0.165,code_0,code_1,2,code_0,code_2,320,1301,0,1,5637417888584253536
code_1,44.33,0.5,code_2,code_3,code_8,5.0,code_1,code_0,0,code_1,code_2,320,1,1,0,5688140714893208
code_0,23.0,11.75,code_2,code_14,code_8,0.5,code_1,code_1,2,code_1,code_2,300,552,1,0,4833387867469404523
code_1,34.42,1.335,code_2,code_3,code_5,0.125,code_0,code_0,0,code_1,code_2,440,4501,0,1,6811423620361644183
code_1,23.08,11.5,code_2,code_3,code_4,3.5,code_1,code_1,9,code_0,code_2,56,743,1,0,14275003512101959934
code_1,25.92,0.875,code_2,code_4,code_4,0.375,code_0,code_1,2,code_1,code_2,174,4,0,1,14820339879064624176
code_0,17.58,9.0,code_2,code_6,code_4,1.375,code_1,code_0,0,code_1,code_2,0,1,1,0,2613985838648357439
code_1,20.42,1.085,code_2,code_11,code_4,1.5,code_0,code_0,0,code_0,code_2,108,8,0,1,6423397350627208705
code_1,31.67,16.165,code_2,code_2,code_4,3.0,code_1,code_1,9,code_0,code_2,250,731,1,0,6150988137794537941
code_0,57.58,2.0,code_2,code_1,code_1,6.5,code_0,code_1,1,code_0,code_2,0,11,0,1,3842107505539372009
code_1,59.67,1.54,code_2,code_11,code_4,0.125,code_1,code_0,0,code_1,code_2,260,1,1,0,11460646295348068830
code_0,65.17,14.0,code_2,code_1,code_1,0.0,code_1,code_1,11,code_1,code_2,0,1401,1,0,4837325133769147889
code_1,30.08,1.04,code_1,code_3,code_5,0.5,code_1,code_1,10,code_1,code_2,132,29,0,1,18312885828614269394
code_1,48.58,6.5,code_2,code_11,code_8,6.0,code_1,code_0,0,code_1,code_2,350,1,1,0,4887068111129900544
code_0,23.58,11.5,code_1,code_4,code_8,3.0,code_0,code_0,0,code_1,code_2,20,17,0,1,15208603312821478395
code_1,20.17,9.25,code_2,code_8,code_4,1.665,code_1,code_1,3,code_1,code_2,40,29,1,0,17428867121438262252
code_1,48.17,7.625,code_2,code_9,code_8,15.5,code_1,code_1,12,code_0,code_2,0,791,1,0,16311731258019115140
code_1,23.25,1.5,code_2,code_11,code_4,2.375,code_1,code_1,3,code_1,code_2,0,583,1,0,2074921418031514310
code_1,32.25,14.0,code_1,code_1,code_1,0.0,code_0,code_1,2,code_0,code_2,160,2,0,1,879486156787609966
code_1,33.58,0.335,code_1,code_13,code_4,0.085,code_0,code_0,0,code_0,code_2,180,1,0,1,13149816685351539958
code_1,23.58,0.46,code_1,code_9,code_4,2.625,code_1,code_1,6,code_1,code_2,208,348,0,1,891143772376134795
code_1,16.92,0.335,code_1,code_4,code_4,0.29,code_0,code_0,0,code_0,code_1,200,1,0,1,9601197166295685669
code_0,20.83,8.5,code_2,code_8,code_4,0.165,code_0,code_0,0,code_0,code_2,0,352,0,1,5648216031495981077
code_0,60.58,16.5,code_2,code_11,code_4,11.0,code_1,code_0,0,code_1,code_2,21,10562,1,0,5993918885762735712
code_1,31.57,5.0,code_1,code_6,code_4,8.5,code_1,code_0,0,code_0,code_2,0,1,0,1,1891727327827063431
code_0,25.0,12.33,code_2,code_13,code_8,3.5,code_1,code_1,6,code_0,code_2,400,459,1,0,17715104589392245118
code_1,21.5,9.75,code_2,code_8,code_4,0.25,code_1,code_0,0,code_0,code_2,140,1,0,1,2666497157557547793
code_1,20.42,0.0,code_2,code_8,code_4,0.0,code_0,code_0,0,code_0,code_3,184,1,0,1,442406000085950284
code_0,25.25,13.5,code_1,code_1,code_1,2.0,code_0,code_1,1,code_1,code_2,200,2,0,1,10197963624668481529
code_1,42.83,4.625,code_2,code_11,code_4,4.58,code_1,code_0,0,code_0,code_1,0,1,1,0,1997417199960288489
code_1,26.67,1.75,code_1,code_8,code_4,1.0,code_1,code_1,5,code_1,code_2,160,5778,1,0,14935174291513188413
code_1,57.83,7.04,code_2,code_7,code_4,14.0,code_1,code_1,6,code_1,code_2,360,1333,1,0,13619217801075825063
code_1,55.92,11.5,code_2,code_1,code_1,5.0,code_1,code_1,5,code_0,code_2,0,8852,1,0,18396329980121334821
code_1,51.33,10.0,code_2,code_3,code_5,0.0,code_1,code_1,11,code_0,code_2,0,1250,1,0,5187789071154446741
code_1,39.83,0.5,code_2,code_7,code_4,0.25,code_1,code_0,0,code_0,code_1,288,1,0,1,7131740192796589721
code_1,27.58,2.04,code_1,code_6,code_4,2.0,code_1,code_1,3,code_1,code_2,370,561,1,0,17690363908602381084
code_1,30.17,6.5,code_2,code_13,code_4,3.125,code_1,code_1,8,code_0,code_2,330,1201,1,0,13104221562436159372
code_1,51.83,2.04,code_1,code_1,code_1,1.5,code_0,code_0,0,code_0,code_2,120,2,0,1,12891503490756079177
code_0,25.0,11.0,code_1,code_6,code_4,4.5,code_1,code_0,0,code_0,code_2,120,1,0,1,5802090059015220903
code_1,29.67,0.75,code_1,code_8,code_4,0.04,code_0,code_0,0,code_0,code_2,240,1,0,1,17763277412367291819
code_0,33.67,0.375,code_2,code_13,code_4,0.375,code_0,code_0,0,code_0,code_2,300,45,1,0,511073318490822268
code_1,25.75,0.75,code_2,code_8,code_5,0.25,code_1,code_0,0,code_0,code_2,349,24,1,0,3555572731486462542
code_0,28.67,1.04,code_2,code_8,code_4,2.5,code_1,code_1,5,code_1,code_2,300,1431,1,0,10714166185613498689
code_0,18.08,0.375,code_3,code_13,code_1,10.0,code_0,code_0,0,code_1,code_1,300,1,1,0,18297607185263266617
code_1,20.42,7.0,code_2,code_8,code_4,1.625,code_1,code_1,3,code_0,code_2,200,1392,1,0,3231567164725585630
code_1,17.5,22.0,code_3,code_1,code_7,0.0,code_0,code_0,0,code_1,code_3,450,100001,1,0,3153790510061982342
code_1,18.08,6.75,code_1,code_7,code_4,0.04,code_0,code_0,0,code_0,code_2,140,1,0,1,670476289598844328
code_1,47.67,2.5,code_2,code_7,code_5,2.5,code_1,code_1,12,code_1,code_2,410,2511,1,0,15251368516042958365
code_1,57.42,8.5,code_2,code_10,code_8,7.0,code_1,code_1,3,code_0,code_2,0,1,1,0,5540987445546022571
code_1,13.75,4.0,code_1,code_9,code_4,1.75,code_1,code_1,2,code_1,code_2,120,1001,1,0,12844438189659838431
code_1,19.33,9.5,code_2,code_11,code_4,1.0,code_1,code_0,0,code_1,code_2,60,401,1,0,9517480352621967155
code_0,21.92,11.665,code_2,code_4,code_8,0.085,code_0,code_0,0,code_0,code_2,320,6,0,1,4435388724110898321
code_1,17.58,10.0,code_2,code_9,code_8,0.165,code_0,code_1,1,code_0,code_2,120,2,0,1,10167853738075083164
code_1,34.83,2.5,code_1,code_9,code_4,3.0,code_0,code_0,0,code_0,code_1,200,1,0,1,10945120132927418203
code_1,29.17,3.5,code_2,code_9,code_4,3.5,code_1,code_1,3,code_1,code_2,329,1,0,1,2710453391275849703
code_1,21.42,0.75,code_1,code_12,code_7,0.75,code_0,code_0,0,code_1,code_2,132,3,0,1,8093283081652798374
code_1,18.17,10.25,code_2,code_8,code_8,1.085,code_0,code_0,0,code_0,code_2,320,14,0,1,12313754004576167164
code_1,28.0,3.0,code_2,code_9,code_4,0.75,code_0,code_0,0,code_1,code_2,300,68,0,1,16066371579608422712
code_0,45.83,10.5,code_2,code_11,code_4,5.0,code_1,code_1,7,code_1,code_2,0,1,1,0,654170958489263348
code_1,22.75,11.5,code_2,code_3,code_4,0.415,code_0,code_0,0,code_0,code_2,0,1,0,1,14280057293543020290
code_0,31.57,3.5,code_2,code_2,code_4,3.0,code_1,code_0,0,code_1,code_2,300,1,0,1,6434169231493437364
code_0,20.42,7.5,code_2,code_4,code_4,1.5,code_1,code_1,1,code_0,code_2,160,235,1,0,12405670487736363155
code_0,21.25,2.335,code_2,code_3,code_5,0.5,code_1,code_1,4,code_0,code_1,80,1,1,0,8190538190512950083
code_1,26.67,4.25,code_2,code_13,code_4,4.29,code_1,code_1,1,code_1,code_2,120,1,1,0,15922394500602354220
code_0,27.33,1.665,code_2,code_1,code_1,0.0,code_0,code_0,0,code_0,code_2,340,2,0,1,10106495917701711651
code_1,42.08,1.04,code_2,code_9,code_4,5.0,code_1,code_1,6,code_1,code_2,500,10001,1,0,4290432800252396300
code_0,18.25,10.0,code_2,code_9,code_4,1.0,code_0,code_1,1,code_0,code_2,120,2,0,1,5357673517447190487
code_0,28.5,1.0,code_2,code_11,code_4,1.0,code_1,code_1,2,code_1,code_2,167,501,0,1,8315340772963882182
code_0,21.5,6.0,code_2,code_6,code_4,2.5,code_1,code_1,3,code_0,code_2,80,919,1,0,12463017141694521031
code_1,21.83,11.0,code_2,code_14,code_4,0.29,code_1,code_1,6,code_0,code_2,121,1,1,0,14124971403195702829
code_1,21.92,0.5,code_2,code_8,code_4,0.125,code_0,code_0,0,code_0,code_2,360,1,0,1,1676130220320332276
code_1,32.67,9.0,code_1,code_9,code_8,5.25,code_1,code_0,0,code_1,code_2,154,1,1,0,5890394637531089600
code_0,45.33,1.0,code_2,code_11,code_4,0.125,code_0,code_0,0,code_1,code_2,263,1,0,1,11310475760079789007
code_0,23.58,0.585,code_1,code_1,code_1,0.125,code_0,code_0,0,code_0,code_2,120,88,0,1,1779173024729382813
code_0,17.92,0.54,code_2,code_8,code_4,1.75,code_0,code_1,1,code_1,code_2,80,6,0,1,833605855544649967
code_1,33.0,2.5,code_1,code_9,code_4,7.0,code_0,code_0,0,code_1,code_2,280,1,0,1,10844403947944166901
code_0,22.67,0.335,code_2,code_11,code_4,0.75,code_0,code_0,0,code_0,code_1,160,1,0,1,540077467773588908
code_1,34.67,1.08,code_2,code_7,code_4,1.165,code_0,code_0,0,code_0,code_1,28,1,0,1,5200996082751322933
code_1,29.67,1.415,code_2,code_9,code_8,0.75,code_1,code_1,1,code_0,code_2,240,101,1,0,6240507355281891364
code_1,31.83,2.5,code_2,code_6,code_4,7.5,code_1,code_0,0,code_1,code_2,523,1,0,1,3502901824617027772
code_0,20.67,1.835,code_2,code_11,code_4,2.085,code_1,code_1,5,code_0,code_2,220,2504,1,0,15627655682361730227
code_1,33.75,2.75,code_2,code_3,code_5,0.0,code_0,code_0,0,code_0,code_2,180,1,0,1,14762646030136565149
code_1,22.08,0.83,code_2,code_8,code_8,2.165,code_0,code_0,0,code_1,code_2,128,1,1,0,8629337976348478404
code_0,35.42,12.0,code_2,code_11,code_8,14.0,code_1,code_1,8,code_0,code_2,0,6591,1,0,903733391964745965
code_1,31.92,4.46,code_2,code_13,code_8,6.04,code_1,code_1,3,code_0,code_2,311,301,1,0,8815524800581502688
code_0,22.67,0.79,code_2,code_3,code_4,0.085,code_0,code_0,0,code_0,code_2,144,1,0,1,15376713485759477391
code_1,26.67,14.585,code_2,code_3,code_5,0.0,code_0,code_0,0,code_1,code_2,178,1,0,1,2274701030673306768
code_1,44.0,2.0,code_2,code_7,code_4,1.75,code_1,code_1,2,code_1,code_2,0,16,1,0,10103667611906091805
code_1,30.17,1.085,code_1,code_8,code_4,0.04,code_0,code_0,0,code_0,code_2,170,180,0,1,11959121215250373801
code_1,37.75,7.0,code_2,code_11,code_8,11.5,code_1,code_1,7,code_1,code_2,300,6,0,1,12498572006904518604
code_1,17.08,0.085,code_1,code_8,code_4,0.04,code_0,code_0,0,code_0,code_2,140,723,0,1,11820954484191125307
code_1,49.17,2.29,code_2,code_1,code_1,0.29,code_0,code_0,0,code_0,code_2,200,4,0,1,16956049342082863417
code_1,22.92,0.17,code_2,code_7,code_4,0.085,code_0,code_0,0,code_0,code_1,0,1,0,1,658279622599147563
code_0,34.83,1.25,code_1,code_3,code_8,0.5,code_0,code_0,0,code_1,code_2,160,1,0,1,1502834446328491807
code_1,44.25,11.0,code_1,code_2,code_4,1.5,code_1,code_0,0,code_0,code_1,0,1,0,1,4714894981315460883
code_1,59.5,2.75,code_2,code_9,code_4,1.75,code_1,code_1,5,code_1,code_2,60,59,1,0,2322048299828708373
code_1,25.5,0.375,code_2,code_7,code_4,0.25,code_1,code_1,3,code_0,code_2,260,15109,1,0,16927391641526801213
code_0,41.58,1.04,code_2,code_6,code_4,0.665,code_0,code_0,0,code_0,code_2,240,238,0,1,8384886702832694959
code_1,49.58,19.0,code_2,code_1,code_1,0.0,code_1,code_1,1,code_0,code_2,94,1,0,1,986435596030377263
code_0,33.92,1.585,code_1,code_1,code_1,0.0,code_1,code_0,0,code_0,code_2,320,1,0,1,11957473718575610757
code_1,19.17,4.0,code_1,code_3,code_4,1.0,code_0,code_0,0,code_1,code_2,360,1001,0,1,5463805453458530355
code_0,24.5,2.415,code_1,code_8,code_4,0.0,code_0,code_0,0,code_0,code_2,120,1,0,1,8211588958707489776
code_1,23.33,1.5,code_2,code_8,code_8,1.415,code_1,code_0,0,code_0,code_2,422,201,1,0,15993287614429515409
code_1,69.17,9.0,code_2,code_1,code_1,4.0,code_0,code_1,1,code_0,code_2,70,7,0,1,3933106699602793107
code_1,47.67,0.29,code_2,code_8,code_5,15.0,code_1,code_1,20,code_0,code_2,0,15001,1,0,112607020106763579
code_0,33.25,2.5,code_1,code_8,code_4,2.5,code_0,code_0,0,code_1,code_2,0,3,0,1,18243734158657558276
code_1,43.25,3.0,code_2,code_11,code_8,6.0,code_1,code_1,11,code_0,code_2,80,1,1,0,7468198634132405558
code_1,23.0,0.625,code_1,code_6,code_4,0.125,code_1,code_0,0,code_0,code_2,180,2,0,1,1205771358170487253
code_1,34.75,2.5,code_2,code_13,code_5,0.5,code_0,code_0,0,code_0,code_2,348,1,0,1,17401345087669378622
code_1,56.58,18.5,code_2,code_2,code_5,15.0,code_1,code_1,17,code_1,code_2,0,1,1,0,17738028551083116132
code_0,44.17,6.665,code_2,code_11,code_4,7.375,code_1,code_1,3,code_1,code_2,0,1,1,0,14938169506617277410
code_0,44.33,0.0,code_2,code_8,code_4,2.5,code_1,code_0,0,code_0,code_2,0,1,1,0,2794525464198622647
code_1,34.25,1.75,code_2,code_9,code_5,0.25,code_1,code_0,0,code_1,code_2,163,1,0,1,12425898319091456820
code_0,45.0,4.585,code_2,code_4,code_8,1.0,code_0,code_0,0,code_1,code_1,240,1,0,1,15550110173127073724
code_1,30.58,2.71,code_1,code_7,code_4,0.125,code_0,code_0,0,code_1,code_1,80,1,0,1,3229518981747186953
code_1,27.67,0.75,code_2,code_11,code_8,0.165,code_0,code_0,0,code_1,code_2,220,252,0,1,12005475059820478784
code_1,19.42,7.25,code_2,code_7,code_4,0.04,code_0,code_1,1,code_0,code_2,100,2,0,1,2322962893475023881
code_0,41.33,1.0,code_2,code_3,code_5,2.25,code_1,code_0,0,code_1,code_2,0,301,1,0,7718258480807060527
code_0,23.5,1.5,code_2,code_9,code_4,0.875,code_0,code_0,0,code_1,code_2,160,1,0,1,2719245497751734743
code_1,31.67,0.83,code_2,code_14,code_4,1.335,code_1,code_1,8,code_1,code_2,303,3291,1,0,15021208619780352657
code_0,17.83,11.0,code_2,code_14,code_8,1.0,code_1,code_1,11,code_0,code_2,0,3001,1,0,14477121883494875535
code_0,33.17,2.25,code_1,code_13,code_4,3.5,code_0,code_0,0,code_1,code_2,200,142,0,1,1242703361810912352
code_0,52.5,7.0,code_2,code_6,code_8,3.0,code_0,code_0,0,code_0,code_2,0,1,0,1,14513136361239595366
code_0,25.42,1.125,code_2,code_11,code_4,1.29,code_1,code_1,2,code_0,code_2,200,1,0,1,3751912879851932899
code_1,40.58,1.5,code_2,code_3,code_5,0.0,code_0,code_0,0,code_0,code_1,300,1,0,1,7910593723558778892
code_1,23.92,0.585,code_1,code_13,code_8,0.125,code_0,code_0,0,code_0,code_2,240,2,0,1,9201372046538371347
code_1,56.0,12.5,code_2,code_4,code_8,8.0,code_1,code_0,0,code_1,code_2,24,2029,1,0,15784510869631863256
code_0,28.5,3.04,code_1,code_14,code_8,2.54,code_1,code_1,1,code_0,code_2,70,1,1,0,1034227562664555276
code_1,32.08,4.0,code_2,code_7,code_4,2.5,code_1,code_0,0,code_1,code_2,360,1,1,0,12236812490354961809
code_1,21.17,0.875,code_1,code_8,code_8,0.25,code_0,code_0,0,code_0,code_2,280,205,0,1,56680169930387089
code_1,34.17,9.17,code_2,code_8,code_4,4.5,code_1,code_1,12,code_1,code_2,0,222,1,0,16756083351698135220
code_1,43.25,25.21,code_2,code_11,code_8,0.21,code_1,code_1,1,code_0,code_2,760,91,0,1,16469786170132311376
code_0,38.25,6.0,code_2,code_4,code_4,1.0,code_1,code_0,0,code_1,code_2,0,1,1,0,4129868800603099115
code_1,37.42,2.04,code_2,code_9,code_4,0.04,code_1,code_0,0,code_1,code_2,400,5801,1,0,10137144419207378512
code_1,29.83,2.04,code_1,code_14,code_8,0.04,code_0,code_0,0,code_0,code_2,128,2,0,1,1623887014648131374
code_1,37.33,2.665,code_2,code_13,code_4,0.165,code_0,code_0,0,code_1,code_2,0,502,0,1,2465863760475100742
code_1,31.33,19.5,code_2,code_8,code_4,7.0,code_1,code_1,16,code_0,code_2,0,5001,1,0,2166777452356038761
code_1,36.08,2.54,code_2,code_1,code_1,0.0,code_0,code_0,0,code_0,code_2,0,1001,0,1,11277659369317347281
code_1,20.5,2.415,code_2,code_8,code_4,2.0,code_1,code_1,11,code_1,code_2,200,3001,1,0,4967922914623488297
code_1,47.17,5.835,code_2,code_9,code_4,5.5,code_0,code_0,0,code_0,code_2,465,151,0,1,9113669432348655246
code_1,22.0,7.835,code_1,code_3,code_5,0.165,code_0,code_0,0,code_1,code_2,184,1,0,1,17479877678441309146
code_1,20.5,10.0,code_1,code_8,code_4,2.5,code_1,code_0,0,code_0,code_1,40,1,1,0,7690802882329937346
code_1,34.92,2.5,code_2,code_9,code_4,0.0,code_1,code_0,0,code_1,code_2,239,201,1,0,2822556205401572421
code_1,24.08,0.875,code_2,code_7,code_4,0.085,code_0,code_1,4,code_0,code_2,254,1951,0,1,17350475894038115082
code_1,37.33,6.5,code_2,code_7,code_8,4.25,code_1,code_1,12,code_1,code_2,93,1,1,0,8713278819324633560
code_0,20.75,9.54,code_2,code_3,code_4,0.04,code_0,code_0,0,code_0,code_2,200,1001,0,1,18064168807958945962
code_1,36.67,3.25,code_2,code_11,code_8,9.0,code_1,code_0,0,code_1,code_2,102,640,1,0,17212592912828086746
code_1,22.58,10.04,code_2,code_14,code_4,0.04,code_1,code_1,9,code_0,code_2,60,397,1,0,5157603239686528659
code_0,26.92,13.5,code_2,code_11,code_8,5.0,code_1,code_1,2,code_0,code_2,0,5001,1,0,5305797708653409796
code_0,46.67,0.46,code_2,code_13,code_8,0.415,code_1,code_1,11,code_1,code_2,440,7,1,0,2846608482630169058
code_0,52.17,0.0,code_1,code_1,code_1,0.0,code_0,code_0,0,code_0,code_2,0,1,0,1,7436393844015827080
code_1,39.17,2.5,code_1,code_3,code_8,10.0,code_0,code_0,0,code_1,code_1,200,1,0,1,3774501984817395952
code_1,39.17,1.625,code_2,code_8,code_4,1.5,code_1,code_1,10,code_0,code_2,186,4701,1,0,6239071605163346606
code_0,27.67,2.04,code_2,code_9,code_4,0.25,code_0,code_0,0,code_1,code_2,180,51,0,1,2187027814332919699
code_1,19.17,9.5,code_2,code_9,code_4,1.5,code_1,code_0,0,code_0,code_2,120,2207,1,0,8757883317643473812
code_1,39.5,4.25,code_2,code_8,code_5,6.5,code_1,code_1,16,code_0,code_2,117,1211,1,0,12201807331672694529
code_1,36.42,0.75,code_1,code_2,code_4,0.585,code_0,code_0,0,code_0,code_2,240,4,0,1,6895818817663055745
code_1,26.17,0.25,code_2,code_3,code_5,0.0,code_1,code_0,0,code_1,code_2,0,1,1,0,15690619579431275818
code_1,39.42,1.71,code_1,code_7,code_4,0.165,code_0,code_0,0,code_0,code_1,400,1,0,1,2534114021197069749
code_1,41.92,0.42,code_2,code_8,code_8,0.21,code_1,code_1,6,code_0,code_2,220,949,1,0,4979756464344373514
code_1,21.33,7.5,code_2,code_6,code_4,1.415,code_1,code_1,1,code_0,code_2,80,9801,1,0,6565519468330818951
code_0,20.08,1.25,code_2,code_8,code_4,0.0,code_0,code_0,0,code_0,code_2,0,1,0,1,8346213120980532998
code_0,27.58,3.0,code_2,code_7,code_4,2.79,code_0,code_1,1,code_1,code_2,280,11,0,1,11723012968908268411
code_1,21.58,0.79,code_1,code_13,code_4,0.665,code_0,code_0,0,code_0,code_2,160,1,0,1,9979272512381300015
code_1,28.25,5.125,code_2,code_14,code_4,4.75,code_1,code_1,2,code_0,code_2,420,8,1,0,4309999435658966527
code_1,26.92,2.25,code_2,code_3,code_5,0.5,code_0,code_0,0,code_1,code_2,640,4001,0,1,2528737739803511637
code_0,18.42,9.25,code_2,code_11,code_4,1.21,code_1,code_1,4,code_0,code_2,60,541,1,0,434919038037852912
code_0,23.25,5.875,code_2,code_11,code_4,3.17,code_1,code_1,10,code_0,code_2,120,246,1,0,7638526321415884178
code_1,23.58,1.79,code_2,code_8,code_4,0.54,code_0,code_0,0,code_1,code_2,136,2,0,1,17207908792449152599
code_1,28.33,5.0,code_2,code_9,code_4,11.0,code_1,code_0,0,code_1,code_2,70,1,1,0,1717290529468747282
code_1,25.67,2.21,code_1,code_6,code_4,4.0,code_1,code_0,0,code_0,code_2,188,1,0,1,870807605361175860
code_0,28.58,1.665,code_2,code_11,code_4,2.415,code_1,code_0,0,code_1,code_2,440,1,0,1,14685868423535989707
code_1,22.92,3.165,code_1,code_8,code_4,0.165,code_0,code_0,0,code_0,code_2,160,1059,0,1,10435266006530946928
code_0,24.5,1.04,code_1,code_1,code_1,0.5,code_1,code_1,3,code_0,code_2,180,148,0,1,6575276675065821262
code_1,24.75,0.54,code_2,code_7,code_4,1.0,code_0,code_0,0,code_1,code_2,120,2,0,1,12044425063784094743
code_1,32.0,1.75,code_1,code_10,code_8,0.04,code_1,code_0,0,code_1,code_2,393,1,1,0,12399958762321944746
code_1,48.08,3.75,code_2,code_3,code_5,1.0,code_0,code_0,0,code_0,code_2,100,3,0,1,17665202064891302629
code_0,28.42,3.5,code_2,code_9,code_4,0.835,code_1,code_0,0,code_0,code_1,280,1,1,0,15922672263862949722
code_1,25.42,0.54,code_2,code_9,code_4,0.165,code_0,code_1,1,code_0,code_2,272,445,0,1,173897564409407142
code_1,18.58,10.29,code_2,code_1,code_1,0.415,code_0,code_0,0,code_0,code_2,80,1,0,1,18299647619060679712
code_1,21.67,1.165,code_1,code_4,code_4,2.5,code_1,code_1,1,code_0,code_2,180,21,0,1,7869758987846828909
code_1,24.58,1.25,code_2,code_8,code_4,0.25,code_0,code_0,0,code_0,code_2,110,1,0,1,4848881051832100812
code_1,16.33,4.085,code_2,code_3,code_8,0.415,code_0,code_0,0,code_1,code_2,120,1,0,1,967175938386915652
code_1,26.75,2.0,code_2,code_2,code_4,0.75,code_0,code_0,0,code_1,code_2,80,1,0,1,5525776658256060042
code_1,48.17,3.5,code_2,code_6,code_4,3.5,code_1,code_0,0,code_0,code_1,230,1,1,0,1280624824872027337
code_1,23.5,2.75,code_2,code_1,code_1,4.5,code_0,code_0,0,code_0,code_2,160,26,0,1,314596760642981798
code_0,41.0,2.04,code_1,code_11,code_8,0.125,code_1,code_1,23,code_1,code_2,455,1237,1,0,5543288404373960879
code_1,35.17,25.125,code_2,code_14,code_8,1.625,code_1,code_1,1,code_1,code_2,515,501,1,0,6971255153588255855
code_1,23.75,12.0,code_2,code_8,code_4,2.085,code_0,code_0,0,code_0,code_1,80,1,0,1,16673790612865258351
code_1,18.67,5.0,code_2,code_11,code_4,0.375,code_1,code_1,2,code_0,code_2,0,39,0,1,15889724844339374109
code_1,30.33,0.5,code_2,code_2,code_8,0.085,code_0,code_0,0,code_1,code_1,252,1,0,1,14159215366238361404
code_0,19.75,0.75,code_2,code_8,code_4,0.795,code_1,code_1,5,code_1,code_2,140,6,0,1,13934302807604392876
code_1,26.17,0.835,code_2,code_13,code_4,1.165,code_0,code_0,0,code_0,code_2,100,1,0,1,11093187999849486718
code_1,28.75,1.5,code_1,code_8,code_4,1.5,code_1,code_0,0,code_1,code_2,0,226,0,1,16324564285575436394
code_1,28.67,9.335,code_2,code_11,code_8,5.665,code_1,code_1,6,code_0,code_2,381,169,1,0,14762153032584129381
code_1,26.0,1.0,code_2,code_11,code_4,1.75,code_1,code_0,0,code_1,code_2,280,1,1,0,9222215942918079992
code_1,23.5,3.165,code_1,code_4,code_4,0.415,code_0,code_1,1,code_1,code_2,280,81,0,1,1371417659463067632
code_1,26.33,13.0,code_2,code_10,code_2,0.0,code_0,code_0,0,code_1,code_2,140,1111,0,1,4876807045771623401
code_1,54.33,6.75,code_2,code_8,code_8,2.625,code_1,code_1,11,code_1,code_2,0,285,1,0,14484816684525893547
code_1,31.57,0.375,code_2,code_2,code_4,0.875,code_1,code_0,0,code_1,code_1,928,1,0,1,1333634728169883490
code_0,25.25,12.5,code_2,code_2,code_4,1.0,code_0,code_0,0,code_1,code_2,180,1063,0,1,8141419779684697632
code_1,33.17,3.165,code_1,code_14,code_4,3.165,code_1,code_1,3,code_1,code_2,380,1,1,0,5816355012871799551
code_1,39.5,1.625,code_2,code_8,code_4,1.5,code_0,code_0,0,code_0,code_2,0,317,0,1,15361964363523406272
code_0,17.67,0.0,code_1,code_5,code_1,0.0,code_0,code_0,0,code_0,code_2,86,1,0,1,10922112047701524277
code_1,23.92,0.665,code_2,code_8,code_4,0.165,code_0,code_0,0,code_0,code_2,100,1,1,0,5877390703313665427
code_1,26.67,2.71,code_1,code_13,code_4,5.25,code_1,code_1,1,code_0,code_2,211,1,1,0,11459358984577212414
code_0,22.5,0.415,code_2,code_3,code_4,0.335,code_0,code_0,0,code_1,code_1,144,1,0,1,16532187713948297608
code_1,39.92,0.54,code_1,code_6,code_4,0.5,code_1,code_1,3,code_0,code_2,200,1001,1,0,831672913434613474
code_0,26.08,8.665,code_2,code_6,code_4,1.415,code_1,code_0,0,code_0,code_2,160,151,1,0,17365724342876450204
code_1,20.0,0.0,code_2,code_2,code_4,0.5,code_0,code_0,0,code_0,code_2,144,1,0,1,4715056033865785413
code_1,31.57,4.0,code_1,code_3,code_4,0.085,code_0,code_0,0,code_1,code_2,411,1,0,1,4068134271136835784
code_1,26.75,4.5,code_1,code_8,code_5,2.5,code_0,code_0,0,code_0,code_2,200,1211,0,1,6864565780734194560
code_0,24.92,1.25,code_2,code_1,code_1,0.0,code_1,code_0,0,code_0,code_2,80,1,0,1,8810736579369098108
code_0,32.25,1.5,code_2,code_8,code_4,0.25,code_0,code_0,0,code_1,code_2,372,123,0,1,1768245449570106489
code_1,17.67,4.46,code_2,code_8,code_4,0.25,code_0,code_0,0,code_0,code_1,80,1,0,1,2657500001188386724
code_0,37.75,5.5,code_2,code_11,code_4,0.125,code_1,code_0,0,code_1,code_2,228,1,1,0,8393575903069045621
